trackKey,trackPath,title,artist,indexRaw,internalIdCandidate,identitySource,chapterId,chapterName,collectionType,chapterRelationStatus,chapterEvidence,illustrationKey,musicKey,illustrationRelation,levelSource,displayLevelConfidence,internalConstant,constantStatus,identityConfidence,metadataConfidence,evidence,hasEZ,levelEZ,chartEZStatus,chartEZKey,hasHD,levelHD,chartHDStatus,chartHDKey,hasIN,levelIN,chartINStatus,chartINKey,hasAT,levelAT,chartATStatus,chartATKey,hasLegacy,levelLegacy,chartLegacyStatus,chartLegacyKey
Assets/Tracks/000AinSophAur.Yumeji.0/Illustration.jpg,Assets/Tracks/000AinSophAur.Yumeji.0/,000AinSophAur,Yumeji,0,phigros:trackpath=Assets/Tracks/000AinSophAur.Yumeji.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/000AinSophAur.Yumeji.0/Illustration.jpg,Assets/Tracks/000AinSophAur.Yumeji.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/000AinSophAur.Yumeji.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/000AinSophAur.Yumeji.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/000AinSophAur.Yumeji.0/Chart_IN.json,False,,absent,,False,,absent,
Assets/Tracks/70MinutesFighters.かたぎり.0/Illustration.jpg,Assets/Tracks/70MinutesFighters.かたぎり.0/,70MinutesFighters,かたぎり,0,phigros:trackpath=Assets/Tracks/70MinutesFighters.かたぎり.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/70MinutesFighters.かたぎり.0/Illustration.jpg,Assets/Tracks/70MinutesFighters.かたぎり.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/70MinutesFighters.かたぎり.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/70MinutesFighters.かたぎり.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/70MinutesFighters.かたぎり.0/Chart_IN.json,False,,absent,,False,,absent,
Assets/Tracks/996.李化禹.0/Illustration.jpg,Assets/Tracks/996.李化禹.0/,996,李化禹,0,phigros:trackpath=Assets/Tracks/996.李化禹.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/996.李化禹.0/Illustration.jpg,Assets/Tracks/996.李化禹.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/996.李化禹.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/996.李化禹.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/996.李化禹.0/Chart_IN.json,False,,absent,,False,,absent,
Assets/Tracks/ABYSSMOTION192333.ariiolTSAR奏Sou.0/Illustration.jpg,Assets/Tracks/ABYSSMOTION192333.ariiolTSAR奏Sou.0/,ABYSSMOTION192333,ariiolTSAR奏Sou,0,phigros:trackpath=Assets/Tracks/ABYSSMOTION192333.ariiolTSAR奏Sou.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/ABYSSMOTION192333.ariiolTSAR奏Sou.0/Illustration.jpg,Assets/Tracks/ABYSSMOTION192333.ariiolTSAR奏Sou.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/ABYSSMOTION192333.ariiolTSAR奏Sou.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/ABYSSMOTION192333.ariiolTSAR奏Sou.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/ABYSSMOTION192333.ariiolTSAR奏Sou.0/Chart_IN.json,False,,absent,,False,,absent,
Assets/Tracks/ATHAZA.LeaF.0/Illustration.jpg,Assets/Tracks/ATHAZA.LeaF.0/,ATHAZA,LeaF,0,phigros:trackpath=Assets/Tracks/ATHAZA.LeaF.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/ATHAZA.LeaF.0/Illustration.jpg,Assets/Tracks/ATHAZA.LeaF.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/ATHAZA.LeaF.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/ATHAZA.LeaF.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/ATHAZA.LeaF.0/Chart_IN.json,True,,structurally-nonempty,Assets/Tracks/ATHAZA.LeaF.0/Chart_AT.json,False,,absent,
Assets/Tracks/AbsoluTedisoRdeR.AcuteDisarray.0/Illustration.jpg,Assets/Tracks/AbsoluTedisoRdeR.AcuteDisarray.0/,AbsoluTedisoRdeR,AcuteDisarray,0,phigros:trackpath=Assets/Tracks/AbsoluTedisoRdeR.AcuteDisarray.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/AbsoluTedisoRdeR.AcuteDisarray.0/Illustration.jpg,Assets/Tracks/AbsoluTedisoRdeR.AcuteDisarray.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/AbsoluTedisoRdeR.AcuteDisarray.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/AbsoluTedisoRdeR.AcuteDisarray.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/AbsoluTedisoRdeR.AcuteDisarray.0/Chart_IN.json,True,,structurally-nonempty,Assets/Tracks/AbsoluTedisoRdeR.AcuteDisarray.0/Chart_AT.json,False,,absent,
Assets/Tracks/Adastraperaspera.RabbitHouse.0/Illustration.jpg,Assets/Tracks/Adastraperaspera.RabbitHouse.0/,Adastraperaspera,RabbitHouse,0,phigros:trackpath=Assets/Tracks/Adastraperaspera.RabbitHouse.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/Adastraperaspera.RabbitHouse.0/Illustration.jpg,Assets/Tracks/Adastraperaspera.RabbitHouse.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/Adastraperaspera.RabbitHouse.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/Adastraperaspera.RabbitHouse.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/Adastraperaspera.RabbitHouse.0/Chart_IN.json,False,,absent,,False,,absent,
Assets/Tracks/AfterDawn.S9ryne.0/Illustration.jpg,Assets/Tracks/AfterDawn.S9ryne.0/,AfterDawn,S9ryne,0,phigros:trackpath=Assets/Tracks/AfterDawn.S9ryne.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/AfterDawn.S9ryne.0/Illustration.jpg,Assets/Tracks/AfterDawn.S9ryne.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/AfterDawn.S9ryne.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/AfterDawn.S9ryne.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/AfterDawn.S9ryne.0/Chart_IN.json,False,,absent,,False,,absent,
Assets/Tracks/AfterZABANIYAMUGEdit.Daily天利.0/Illustration.jpg,Assets/Tracks/AfterZABANIYAMUGEdit.Daily天利.0/,AfterZABANIYAMUGEdit,Daily天利,0,phigros:trackpath=Assets/Tracks/AfterZABANIYAMUGEdit.Daily天利.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/AfterZABANIYAMUGEdit.Daily天利.0/Illustration.jpg,Assets/Tracks/AfterZABANIYAMUGEdit.Daily天利.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/AfterZABANIYAMUGEdit.Daily天利.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/AfterZABANIYAMUGEdit.Daily天利.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/AfterZABANIYAMUGEdit.Daily天利.0/Chart_IN.json,False,,absent,,False,,absent,
Assets/Tracks/Ajourneytothemoonlight.Yesod.0/Illustration.jpg,Assets/Tracks/Ajourneytothemoonlight.Yesod.0/,Ajourneytothemoonlight,Yesod,0,phigros:trackpath=Assets/Tracks/Ajourneytothemoonlight.Yesod.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/Ajourneytothemoonlight.Yesod.0/Illustration.jpg,Assets/Tracks/Ajourneytothemoonlight.Yesod.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/Ajourneytothemoonlight.Yesod.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/Ajourneytothemoonlight.Yesod.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/Ajourneytothemoonlight.Yesod.0/Chart_IN.json,False,,absent,,False,,absent,
Assets/Tracks/Alb.Avans.0/Illustration.jpg,Assets/Tracks/Alb.Avans.0/,Alb,Avans,0,phigros:trackpath=Assets/Tracks/Alb.Avans.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/Alb.Avans.0/Illustration.jpg,Assets/Tracks/Alb.Avans.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/Alb.Avans.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/Alb.Avans.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/Alb.Avans.0/Chart_IN.json,False,,absent,,False,,absent,
Assets/Tracks/Aleph0.LeaF.0/Illustration.jpg,Assets/Tracks/Aleph0.LeaF.0/,Aleph0,LeaF,0,phigros:trackpath=Assets/Tracks/Aleph0.LeaF.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/Aleph0.LeaF.0/Illustration.jpg,Assets/Tracks/Aleph0.LeaF.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/Aleph0.LeaF.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/Aleph0.LeaF.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/Aleph0.LeaF.0/Chart_IN.json,False,,absent,,True,,structurally-nonempty,Assets/Tracks/Aleph0.LeaF.0/Chart_Legacy.json
Assets/Tracks/Aliceinaxxxxxxxx.Nagiha.0/Illustration.jpg,Assets/Tracks/Aliceinaxxxxxxxx.Nagiha.0/,Aliceinaxxxxxxxx,Nagiha,0,phigros:trackpath=Assets/Tracks/Aliceinaxxxxxxxx.Nagiha.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/Aliceinaxxxxxxxx.Nagiha.0/Illustration.jpg,Assets/Tracks/Aliceinaxxxxxxxx.Nagiha.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/Aliceinaxxxxxxxx.Nagiha.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/Aliceinaxxxxxxxx.Nagiha.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/Aliceinaxxxxxxxx.Nagiha.0/Chart_IN.json,False,,absent,,False,,absent,
Assets/Tracks/AnotherMe.DAAN.0/Illustration.jpg,Assets/Tracks/AnotherMe.DAAN.0/,AnotherMe,DAAN,0,phigros:trackpath=Assets/Tracks/AnotherMe.DAAN.0/,Addressables primary-key path / Assets/Tracks folder,,,,structure-found-instance-relation-unresolved,"IL2CPP Chapter/ChapterSongInfo/ChapterSongItem types expose chapterCode, songs and songsId; no serialized instance values or Track→Chapter foreign-key record was recovered",Assets/Tracks/AnotherMe.DAAN.0/Illustration.jpg,Assets/Tracks/AnotherMe.DAAN.0/music.wav,direct-track-folder-key,IL2CPP LevelInfo.level/difficulty and SongListItem.SetRating/SetRatingWithScore are UI/model candidates; no numeric per-track values recovered,partial-unresolved,,not-found-in-chart-json-or-targeted-metadata,medium,medium,phigros-track-records.csv; phigros-addressables-keys.csv; APK Addressables catalog,True,,structurally-nonempty,Assets/Tracks/AnotherMe.DAAN.0/Chart_EZ.json,True,,structurally-nonempty,Assets/Tracks/AnotherMe.DAAN.0/Chart_HD.json,True,,structurally-nonempty,Assets/Tracks/AnotherMe.DAAN.0/Chart_IN.json,False,,absent,,False,,absent,
